"","year","population","pop_no","stat_area","CU","escapement","er_E","er_2","er_3","total_runE","total_run2","total_run3","age_3","age_4","age_5","rec_E","rec_2","rec_3","RS_E","RS_2","RS_3","logRS1","logRS2","logRS3","Ut","Model","group","region","Smsy","Sgen","Umsy","U_relative"
"441",1988,"kadeen",38,4,"lower_skeena",NA,0.63,NA,NA,NA,NA,NA,0.571,0.426,0.003,720,NA,NA,NA,NA,NA,NA,NA,NA,0.63,"Time-varying",3,"Skeena",732.608330925931,99.1578663747678,0.73972179822085,0.851671535860172
"442",1988,"kasiks",34,4,"lower_skeena",300,0.63,NA,NA,811,NA,NA,0.571,0.426,0.003,9471,NA,NA,31.57094267,NA,NA,3.45223716180102,NA,NA,0.63,"Time-varying",3,"Skeena",1624.91521965222,180.86782433936,0.778140663198511,0.809622256997101
"443",1988,"kemano",5,6,"northern_coastal",4000,0.381,0.414,0.41,6462,6830,6778,0.714,0.286,0,2760,2919,2832,0.689943668,0.729698939,0.70812297,-0.371145325303316,-0.315123242233821,-0.345137513929483,0.414,"Time-varying",5,"Inner Waters",2019.52941509697,1117.8979282266,0.298803087513673,1.38552785195386
"444",1988,"kildala",10,6,"northern_coastal",1000,0.381,0.414,0.41,1616,1707,1694,0.714,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414,"Time-varying",5,"Inner Waters",1259.1942791446,522.269893839235,0.42462237975716,0.974983938050475
"445",1988,"kiltush",6,6,"northern_coastal",200,0.381,0.414,0.41,323,341,339,0.714,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414,"Time-varying",5,"Inner Waters",312.976163444943,129.119503641763,0.426634042014479,0.970386699676322
"446",1988,"kiskosh_ck",15,6,"northern_coastal",NA,0.381,0.414,0.41,NA,NA,NA,0.714,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414,"Time-varying",5,"Inner Waters",83.6088692668486,35.2497003172709,0.4182214977526,0.98990607184163
"447",1988,"kitwanga",42,4,"middle_skeena",NA,0.63,NA,NA,NA,NA,NA,0.752,0.246,0.002,1284,NA,NA,NA,NA,NA,NA,NA,NA,0.63,"Time-varying",3,"Skeena",3724.35036831634,512.082042384646,0.738773837851454,0.852764361326335
"448",1988,"lachmach",48,3,"portland_observatory",400,0.577,NA,NA,946,NA,NA,0.54758,0.44965,0.00275,2165,NA,NA,5.411960395,NA,NA,1.68861139228472,NA,NA,0.577,"Time-varying",2,"Nass",1079.14296458578,197.343403388276,0.686627524970278,0.840339163544276
"449",1988,"martin",27,8,"northern_coastal",2000,0.381,0.414,0.41,3231,3415,3389,0.714,0.286,0,3903,4128,4009,1.951675984,2.064137059,2.004533024,0.668688482409458,0.724712249968895,0.695411127896119,0.414,"Time-varying",6,"Central Coast (South)",2521.44861587452,775.508993434267,0.543951322495781,0.761097515307927
"450",1988,"meziadin",46,3,"upper_nass",731,0.577,NA,NA,1728,NA,NA,0.68127,0.31776,0.00072,3729,NA,NA,5.101447301,NA,NA,1.62952428398088,NA,NA,0.577,"Time-varying",2,"Nass",2691.67331936964,491.314297441098,0.6819337908888,0.846123198042387
"451",1988,"nangeese_kspx",41,4,"middle_skeena",100,0.63,NA,NA,270,NA,NA,0.752,0.246,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,"Time-varying",3,"Skeena",1188.97297920635,166.798953714591,0.734891352346618,0.857269578677605
"452",1988,"necleetsconnay",31,8,"bella_coola_dean",NA,0.389,0.414,0.41,NA,NA,NA,0.945945946,0.054054054,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414,"Time-varying",6,"Central Coast (South)",476.060779237276,124.461816686575,0.5808467358132,0.712752563583558
"453",1988,"nias",23,6,"hecate_strait_mainland",300,0.346,0.371,0.41,459,477,508,0.854411765,0.141176471,0.004411765,350,364,390,1.166162845,1.211709098,1.30060511,0.15371873941157,0.192031840686341,0.262829625401063,0.371,"Time-varying",4,"Hecate Lowlands",154.318490863697,51.9118125860001,0.523038182569492,0.709317239856973
"454",1988,"pallant_ck",51,2,"haida_gwaii_east",2560,0.263,NA,NA,3474,NA,NA,0.854,0.141,0.004,7400,NA,NA,2.89078921,NA,NA,1.06152954788894,NA,NA,0.263,"Time-varying",1,"Haida Gwaii",1981.63883862452,591.973964273921,0.540307069611788,0.486760242076725
"455",1988,"paril",7,6,"northern_coastal",400,0.381,0.414,0.41,646,683,678,0.714,0.286,0,190,201,195,0.475522925,0.502921747,0.487515313,-0.743340185750881,-0.687320693549677,-0.718433577755508,0.414,"Time-varying",5,"Inner Waters",293.27851598877,145.028297020363,0.3519313431407,1.17636581131248
"456",1988,"quaal",16,6,"hecate_strait_mainland",2000,0.346,0.371,0.41,3059,3181,3389,0.854411765,0.141176471,0.004411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.371,"Time-varying",4,"Hecate Lowlands",11694.0563919085,3547.8870254699,0.542167479875612,0.684290396917789
"457",1988,"quartcha",26,7,"northern_coastal",150,0.381,0.414,0.41,242,256,254,0.714,0.286,0,690,729,705,4.596946579,4.861788261,4.701933037,1.52539229591689,1.58140632517186,1.54797370862982,0.414,"Time-varying",6,"Central Coast (South)",625.503828244573,140.970482702705,0.630754535071441,0.656356755252039
"458",1988,"riordan",17,6,"northern_coastal",50,0.381,0.414,0.41,81,85,85,0.714,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414,"Time-varying",5,"Inner Waters",91.7725854095091,38.8550882284475,0.413739120552298,1.00063054092481
"459",1988,"roscoe",25,7,"northern_coastal",175,0.381,0.414,0.41,283,299,297,0.714,0.286,0,877,927,899,5.009790427,5.298442284,5.134590318,1.61139408328371,1.66741286867921,1.63600005791927,0.414,"Time-varying",6,"Central Coast (South)",1038.84895651117,231.447086276687,0.63301183945678,0.654016203480925
"460",1988,"salloomt",52,8,"bella_coola_dean",NA,0.389,0.414,0.41,NA,NA,NA,0.945945946,0.054054054,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414,"Time-varying",6,"Central Coast (South)",356.382849262331,93.5279318264839,0.582405840612746,0.710844519629873
"461",1988,"sylvia_ck",2,5,"hecate_strait_mainland",NA,0.346,0.371,0.41,NA,NA,NA,0.854411765,0.141176471,0.004411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.371,"Time-varying",4,"Hecate Lowlands",70.7883348453136,21.3164725473753,0.543144333934306,0.683059689332731
"462",1988,"tlell",49,2,"haida_gwaii_graham_isl_low",5500,0.263,NA,NA,7463,NA,NA,0.854,0.141,0.004,2069,NA,NA,0.376147959,NA,NA,-0.977772705017478,NA,NA,0.263,"Time-varying",1,"Haida Gwaii",1554.61309217645,783.599772949324,0.249350601239176,1.05473978684227
"463",1988,"tsimtack_lk",3,5,"hecate_strait_mainland",NA,0.346,0.371,0.41,NA,NA,NA,0.854411765,0.141176471,0.004411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.371,"Time-varying",4,"Hecate Lowlands",395.392739025093,119.872697354763,0.538644993471837,0.688765336160871
"464",1988,"tyler_ck",24,6,"hecate_strait_mainland",250,0.346,0.371,0.41,382,398,424,0.854411765,0.141176471,0.004411765,545,566,608,2.178746553,2.26388134,2.430089477,0.778749735751014,0.81708074730662,0.88792807848525,0.371,"Time-varying",4,"Hecate Lowlands",224.693485855716,65.5176247500909,0.565418868890795,0.656150723671117
"465",1988,"wahoo",8,6,"brim_wahoo",NA,0.478,0.502,0.41,NA,NA,NA,0.713592233,0.286407767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.502,"Time-varying",5,"Inner Waters",720.481528902277,303.869771938306,0.418224825350077,1.20031133871548
"466",1988,"west_arm",21,6,"hecate_strait_mainland",NA,0.346,0.371,0.41,NA,NA,NA,0.854411765,0.141176471,0.004411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.371,"Time-varying",4,"Hecate Lowlands",507.506412349453,150.40813788553,0.545456213477265,0.68016458669503
"467",1988,"zolzap",45,3,"lower_nass",NA,0.577,NA,NA,NA,NA,NA,0.571,0.426,0.003,2526,NA,NA,NA,NA,NA,NA,NA,NA,0.577,"Time-varying",2,"Nass",823.229721685425,149.980480777005,0.680922493870622,0.847379848945969
"468",1988,"zymagotitz",39,4,"lower_skeena",NA,0.63,NA,NA,NA,NA,NA,0.571,0.426,0.003,1753,NA,NA,NA,NA,NA,NA,NA,NA,0.63,"Time-varying",3,"Skeena",928.456061113685,130.806046086828,0.736632415970433,0.855243383730329
"469",1989,"aaltanhash",18,6,"northern_coastal",600,0.372,0.411,0.406,955,1018,1010,0.714,0.286,0,815,861,828,1.358714548,1.434222157,1.379920575,0.306539067484555,0.360622651377821,0.322025943164972,0.411,"Time-varying",5,"Inner Waters",309.671525847208,94.9753558326113,0.549167485117485,0.748405561396399
"470",1989,"arnoup",22,6,"hecate_strait_mainland",300,0.338,0.368,0.406,453,474,505,0.854411765,0.141176471,0.004411765,502,522,564,1.673094882,1.741625567,1.87925812,0.514675134084512,0.554818911009593,0.630877081938795,0.368,"Time-varying",4,"Hecate Lowlands",188.994441009786,47.5888775135844,0.606692091839382,0.60656798555638
"471",1989,"babine_fence",40,4,"middle_skeena",5228,0.615,NA,NA,13579,NA,NA,0.752,0.246,0.002,7332,NA,NA,1.402479782,NA,NA,0.338241942624533,NA,NA,0.615,"Time-varying",3,"Skeena",11572.2059354547,2497.22793705412,0.63527883426479,0.968078844798507
"472",1989,"bear",44,4,"upper_skeena",NA,0.615,NA,NA,NA,NA,NA,0.615,0.38,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.615,"Time-varying",3,"Skeena",1217.29812125231,208.831577239489,0.691303726739107,0.889623440771782
"473",1989,"bella_coola",30,8,"bella_coola_dean",12000,0.379,0.411,0.406,19324,20362,20191,0.945945946,0.054054054,0,24853,26054,25006,2.07107289,2.171173575,2.083803602,0.7280667773518,0.775267839335384,0.734194878567252,0.411,"Time-varying",6,"Central Coast (South)",19245.385581837,6259.67878610933,0.523875316078934,0.784537822999992
"474",1989,"belowe_ck",1,5,"hecate_strait_mainland",NA,0.338,0.368,0.406,NA,NA,NA,0.854411765,0.141176471,0.004411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368,"Time-varying",4,"Hecate Lowlands",149.000757442146,34.5047662193522,0.619603943856128,0.593927788305765
"475",1989,"brim",4,6,"brim_wahoo",1000,0.466,0.496,0.406,1873,1983,1683,0.713592233,0.286407767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.496,"Time-varying",5,"Inner Waters",537.438989890523,185.070325908909,0.494455895434431,1.00312283578743
"476",1989,"cascade",29,8,"northern_coastal",NA,0.372,0.411,0.406,NA,NA,NA,0.714,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411,"Time-varying",6,"Central Coast (South)",119.9952647744,35.9434000536517,0.53900820195615,0.762511587965476
"477",1989,"chuckwalla",32,9,"rivers_inlet",NA,0.289,0.326,0.406,NA,NA,NA,0.794,0.206,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.326,"Time-varying",6,"Central Coast (South)",3066.40843425333,934.164172801872,0.541024287529876,0.602560749145662
"478",1989,"dala",9,6,"northern_coastal",2000,0.372,0.411,0.406,3185,3394,3365,0.714,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411,"Time-varying",5,"Inner Waters",1375.23834410635,461.711526163356,0.502679456373256,0.817618454044836
"479",1989,"damshilgwit",43,4,"upper_skeena",NA,0.615,NA,NA,NA,NA,NA,0.615,0.38,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.615,"Time-varying",3,"Skeena",1851.02219423776,310.385153462533,0.697750373155727,0.881404043137275
"480",1989,"deena",50,2,"haida_gwaii_east",1000,0.257,NA,NA,1346,NA,NA,0.854,0.141,0.004,1691,NA,NA,1.691269955,NA,NA,0.525479699398516,NA,NA,0.257,"Time-varying",1,"Haida Gwaii",1608.97939866269,732.079388044682,0.406442982385283,0.63231501376097
"481",1989,"diskangieg",47,3,"lower_nass",NA,0.563,NA,NA,NA,NA,NA,0.571,0.426,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563,"Time-varying",2,"Nass",1826.86987833697,341.649184997933,0.67758840360871,0.830887891530562
"482",1989,"docee",33,10,"smith_inlet",NA,0.289,0.326,0.406,NA,NA,NA,0.775,0.225,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.326,"Time-varying",6,"Central Coast (South)",5787.81762780095,1739.32566881515,0.538943151567886,0.604887545284888
"483",1989,"east_arm",20,6,"hecate_strait_mainland",NA,0.338,0.368,0.406,NA,NA,NA,0.854411765,0.141176471,0.004411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368,"Time-varying",4,"Hecate Lowlands",441.241207421932,102.476729731121,0.618178491792451,0.595297320896686
"484",1989,"ecstall",35,4,"lower_skeena",2000,0.615,NA,NA,5195,NA,NA,0.571,0.426,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.615,"Time-varying",3,"Skeena",4362.68375396212,751.064798824991,0.692245561865748,0.888413063050119
"485",1989,"elcho",28,8,"northern_coastal",NA,0.372,0.411,0.406,NA,NA,NA,0.714,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411,"Time-varying",6,"Central Coast (South)",581.895211826681,173.287844440121,0.541827244834858,0.758544358774847
"486",1989,"evelyn_ck",11,6,"northern_coastal",100,0.372,0.411,0.406,159,170,168,0.714,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411,"Time-varying",5,"Inner Waters",174.461951433038,59.6476074613024,0.495075187872545,0.830176930833808
"487",1989,"exchamsiks",36,4,"lower_skeena",NA,0.615,NA,NA,NA,NA,NA,0.571,0.426,0.003,4951,NA,NA,NA,NA,NA,NA,NA,NA,0.615,"Time-varying",3,"Skeena",1756.6812472372,302.846556492574,0.691804143986305,0.888979930730474
"488",1989,"exstew",37,4,"lower_skeena",NA,0.615,NA,NA,NA,NA,NA,0.571,0.426,0.003,5285,NA,NA,NA,NA,NA,NA,NA,NA,0.615,"Time-varying",3,"Skeena",2254.65910908178,388.908660171262,0.691988181252893,0.888743502651302
"489",1989,"foch_ck",12,6,"douglas_channel_kitimat",200,0.466,0.496,0.406,375,397,337,0.714,0.286,0,1313,1392,1014,6.563999248,6.959224288,5.068813257,1.88160005866355,1.94006801526143,1.62310671860643,0.496,"Time-varying",5,"Inner Waters",496.86664234701,107.922277275409,0.639994105959827,0.775007137380004
"490",1989,"green",19,6,"mussel_kynoch",875,0.372,0.411,0.406,1393,1485,1472,0.714,0.286,0,808,853,820,0.92305073,0.974745089,0.937184937,-0.0800710839094713,-0.0255792893470491,-0.0648746448208077,0.411,"Time-varying",5,"Inner Waters",680.756237896534,269.30293864201,0.452553356934931,0.908180203951275
"491",1989,"hartleybay_ck",13,6,"hecate_strait_mainland",300,0.338,0.368,0.406,453,474,505,0.854411765,0.141176471,0.004411765,3033,3157,3409,10.10987004,10.52479815,11.36269644,2.31351217835035,2.35373420123727,2.430335747803,0.368,"Time-varying",4,"Hecate Lowlands",1213.52840183749,242.896227971734,0.664145592383461,0.554095373394462
"492",1989,"hugh_ck",14,6,"northern_coastal",100,0.372,0.411,0.406,159,170,168,0.714,0.286,0,229,242,232,2.288641604,2.415318483,2.32470998,0.827958455535511,0.88183115542816,0.843595291473719,0.411,"Time-varying",5,"Inner Waters",350.698306604001,128.821893340625,0.482780269250881,0.851318966779108
"493",1989,"kadeen",38,4,"lower_skeena",NA,0.615,NA,NA,NA,NA,NA,0.571,0.426,0.003,709,NA,NA,NA,NA,NA,NA,NA,NA,0.615,"Time-varying",3,"Skeena",658.936507828284,113.878524174139,0.692293589278025,0.888351429978382
"494",1989,"kasiks",34,4,"lower_skeena",400,0.615,NA,NA,1039,NA,NA,0.571,0.426,0.003,6901,NA,NA,17.25172332,NA,NA,2.84791204109613,NA,NA,0.615,"Time-varying",3,"Skeena",1518.1581180627,216.206202438413,0.733005103991643,0.839011893165497
"495",1989,"kemano",5,6,"northern_coastal",4000,0.372,0.411,0.406,6369,6787,6730,0.714,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411,"Time-varying",5,"Inner Waters",3378.25013085245,1170.91101154773,0.496579014026744,0.827662845973319
"496",1989,"kildala",10,6,"northern_coastal",2000,0.372,0.411,0.406,3185,3394,3365,0.714,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411,"Time-varying",5,"Inner Waters",1492.26348515808,499.862729396463,0.503443057887948,0.816378324341651
"497",1989,"kiltush",6,6,"northern_coastal",NA,0.372,0.411,0.406,NA,NA,NA,0.714,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411,"Time-varying",5,"Inner Waters",359.894152713831,125.174576360279,0.491427116300459,0.836339685717941
"498",1989,"kiskosh_ck",15,6,"northern_coastal",NA,0.372,0.411,0.406,NA,NA,NA,0.714,0.286,0,253,267,257,NA,NA,NA,NA,NA,NA,0.411,"Time-varying",5,"Inner Waters",100.098090024737,33.941232960791,0.500822211236284,0.820650503869314
"499",1989,"kitwanga",42,4,"middle_skeena",450,0.615,NA,NA,1169,NA,NA,0.752,0.246,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.615,"Time-varying",3,"Skeena",3540.67133874295,595.029673007267,0.696697454262484,0.882736109106401
"500",1989,"lachmach",48,3,"portland_observatory",597,0.563,NA,NA,1366,NA,NA,0.54758,0.44965,0.00275,1515,NA,NA,2.536859791,NA,NA,0.93092701342183,NA,NA,0.563,"Time-varying",2,"Nass",1008.08723894358,202.638536337983,0.658643135856207,0.854787622235104
"501",1989,"martin",27,8,"northern_coastal",1300,0.372,0.411,0.406,2070,2206,2187,0.714,0.286,0,1482,1565,1505,1.140180041,1.203543069,1.157975307,0.131186180638418,0.185269764056839,0.14667305508925,0.411,"Time-varying",6,"Central Coast (South)",1937.62901252666,822.080291107692,0.41929610338889,0.980214213006421
"502",1989,"meziadin",46,3,"upper_nass",3000,0.563,NA,NA,6865,NA,NA,0.68127,0.31776,0.00072,8396,NA,NA,2.798645782,NA,NA,1.0291356508994,NA,NA,0.563,"Time-varying",2,"Nass",2669.58654360062,501.953993681822,0.677102211015725,0.831484509783893
"503",1989,"nangeese_kspx",41,4,"middle_skeena",800,0.615,NA,NA,2078,NA,NA,0.752,0.246,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.615,"Time-varying",3,"Skeena",1122.42431541867,192.810047780064,0.691944954495869,0.888799023685448
"504",1989,"necleetsconnay",31,8,"bella_coola_dean",NA,0.379,0.411,0.406,NA,NA,NA,0.945945946,0.054054054,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411,"Time-varying",6,"Central Coast (South)",442.634451168321,131.864937319451,0.54049682923711,0.760411491368248
"505",1989,"nias",23,6,"hecate_strait_mainland",200,0.338,0.368,0.406,302,316,337,0.854411765,0.141176471,0.004411765,452,470,507,2.26032468,2.352377524,2.536392053,0.815508466682365,0.855426529060485,0.930742619657945,0.368,"Time-varying",4,"Hecate Lowlands",181.504115343683,44.39103179686,0.613019009707749,0.600307648168105
"506",1989,"pallant_ck",51,2,"haida_gwaii_east",1000,0.257,NA,NA,1346,NA,NA,0.854,0.141,0.004,10776,NA,NA,10.77607548,NA,NA,2.37732844353787,NA,NA,0.257,"Time-varying",1,"Haida Gwaii",2533.53272772811,429.099143068832,0.689163698645868,0.372915753550248
"507",1989,"paril",7,6,"northern_coastal",400,0.372,0.411,0.406,637,679,673,0.714,0.286,0,248,261,253,0.620838857,0.653387908,0.631864808,-0.476683720254904,-0.42558428626128,-0.45907981910999,0.411,"Time-varying",5,"Inner Waters",366.488010198644,146.896151407216,0.442266264182273,0.929304433291826
"508",1989,"quaal",16,6,"hecate_strait_mainland",NA,0.338,0.368,0.406,NA,NA,NA,0.854411765,0.141176471,0.004411765,1760,1831,1972,NA,NA,NA,NA,NA,NA,0.368,"Time-varying",4,"Hecate Lowlands",13641.802513975,3352.4044568507,0.611560163091365,0.60173965246494
"509",1989,"quartcha",26,7,"northern_coastal",NA,0.372,0.411,0.406,NA,NA,NA,0.714,0.286,0,1011,1066,1028,NA,NA,NA,NA,NA,NA,0.411,"Time-varying",6,"Central Coast (South)",535.817255613997,159.449040816117,0.539248837248515,0.762171323534239
"510",1989,"riordan",17,6,"northern_coastal",NA,0.372,0.411,0.406,NA,NA,NA,0.714,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411,"Time-varying",5,"Inner Waters",111.253589176097,37.8223712339334,0.498712258459347,0.824122513590676
"511",1989,"roscoe",25,7,"northern_coastal",125,0.372,0.411,0.406,199,212,210,0.714,0.286,0,719,759,730,5.754828146,6.075998629,5.843716584,1.75003918004249,1.80434635909163,1.76536699579252,0.411,"Time-varying",6,"Central Coast (South)",1033.25300353859,234.426278795361,0.626271543129341,0.656264849503338
"512",1989,"salloomt",52,8,"bella_coola_dean",NA,0.379,0.411,0.406,NA,NA,NA,0.945945946,0.054054054,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411,"Time-varying",6,"Central Coast (South)",324.233669744184,98.3014185070403,0.535032324065275,0.768177886668875
"513",1989,"sylvia_ck",2,5,"hecate_strait_mainland",NA,0.338,0.368,0.406,NA,NA,NA,0.854411765,0.141176471,0.004411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368,"Time-varying",4,"Hecate Lowlands",80.5855079912038,18.8753426501551,0.61600833121673,0.597394517819478
"514",1989,"tlell",49,2,"haida_gwaii_graham_isl_low",6000,0.257,NA,NA,8075,NA,NA,0.854,0.141,0.004,3040,NA,NA,0.506598417,NA,NA,-0.680036666172701,NA,NA,0.257,"Time-varying",1,"Haida Gwaii",2272.16026624118,1052.91553821327,0.345192287565417,0.744512578228725
"515",1989,"tsimtack_lk",3,5,"hecate_strait_mainland",NA,0.338,0.368,0.406,NA,NA,NA,0.854411765,0.141176471,0.004411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368,"Time-varying",4,"Hecate Lowlands",457.325777625513,108.348419560475,0.616935172971718,0.596497032625614
"516",1989,"tyler_ck",24,6,"hecate_strait_mainland",250,0.338,0.368,0.406,378,395,421,0.854411765,0.141176471,0.004411765,671,698,754,2.683831921,2.793945533,3.015431766,0.987245594570318,1.02745476637131,1.1037430258963,0.368,"Time-varying",4,"Hecate Lowlands",250.414606998314,57.3042566120887,0.630641698103113,0.583532616233426
"517",1989,"wahoo",8,6,"brim_wahoo",NA,0.466,0.496,0.406,NA,NA,NA,0.713592233,0.286407767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.496,"Time-varying",5,"Inner Waters",860.265234025331,291.903165579073,0.499087677577113,0.993813356418451
"518",1989,"west_arm",21,6,"hecate_strait_mainland",NA,0.338,0.368,0.406,NA,NA,NA,0.854411765,0.141176471,0.004411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368,"Time-varying",4,"Hecate Lowlands",574.821249143986,133.869942708519,0.618055561411784,0.595415724695369
"519",1989,"zolzap",45,3,"lower_nass",600,0.563,NA,NA,1373,NA,NA,0.571,0.426,0.003,3802,NA,NA,6.337420723,NA,NA,1.84647185964774,NA,NA,0.563,"Time-varying",2,"Nass",840.417084976728,143.82418356128,0.695633331985877,0.809334421041558
"520",1989,"zymagotitz",39,4,"lower_skeena",1000,0.615,NA,NA,2597,NA,NA,0.571,0.426,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.615,"Time-varying",3,"Skeena",871.046583016963,152.422008656098,0.691066062734815,0.889929390493012
"521",1990,"aaltanhash",18,6,"northern_coastal",300,0.421,0.464,0.459,518,560,554,0.714,0.286,0,549,578,562,1.830788759,1.928184296,1.874217574,0.604746889839676,0.656578780831615,0.628191278464393,0.464,"Time-varying",5,"Inner Waters",270.54118488788,103.047501075816,0.480385957293779,0.965890016048578
"522",1990,"arnoup",22,6,"hecate_strait_mainland",125,0.383,0.416,0.459,203,214,231,0.854411765,0.141176471,0.004411765,418,435,464,3.342900804,3.48041582,3.70960401,1.20683893424869,1.24715177515395,1.31092513507361,0.416,"Time-varying",4,"Hecate Lowlands",196.312118688718,45.0866529464225,0.628541459586928,0.66184973744356
"523",1990,"babine_fence",40,4,"middle_skeena",8038,0.697,NA,NA,26528,NA,NA,0.752,0.246,0.002,8481,NA,NA,1.055052009,NA,NA,0.0535900633432733,NA,NA,0.697,"Time-varying",3,"Skeena",10614.2047616633,2869.52739764014,0.57506800262785,1.21203057171494
"524",1990,"bear",44,4,"upper_skeena",200,0.697,NA,NA,660,NA,NA,0.615,0.38,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.697,"Time-varying",3,"Skeena",1112.63979794121,242.61386590855,0.636728708052792,1.09465772657169
"525",1990,"bella_coola",30,8,"bella_coola_dean",21000,0.43,0.464,0.459,36842,39203,38805,0.945945946,0.054054054,0,23592,24529,23882,1.123419072,1.168064745,1.137258298,0.116376778006091,0.155348315232732,0.128620363990049,0.464,"Time-varying",6,"Central Coast (South)",16364.1722352796,6528.9139092796,0.447530509615279,1.03680082146551
"526",1990,"belowe_ck",1,5,"hecate_strait_mainland",NA,0.383,0.416,0.459,NA,NA,NA,0.854411765,0.141176471,0.004411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416,"Time-varying",4,"Hecate Lowlands",143.005162527302,36.3744108162568,0.593811220106851,0.700559345990708
"527",1990,"brim",4,6,"brim_wahoo",NA,0.529,0.561,0.459,NA,NA,NA,0.713592233,0.286407767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.561,"Time-varying",5,"Inner Waters",462.73558103547,188.018893792392,0.425721119884884,1.31776408027794
"528",1990,"cascade",29,8,"northern_coastal",NA,0.421,0.464,0.459,NA,NA,NA,0.714,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464,"Time-varying",6,"Central Coast (South)",108.698433023955,37.2193983134865,0.487618788947459,0.951563004784044
"529",1990,"chuckwalla",32,9,"rivers_inlet",500,0.328,0.367,0.459,744,790,924,0.794,0.206,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.367,"Time-varying",6,"Central Coast (South)",2913.25304730221,989.621260169164,0.486554254782313,0.754283816024171
"530",1990,"dala",9,6,"northern_coastal",3000,0.421,0.464,0.459,5181,5600,5544,0.714,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464,"Time-varying",5,"Inner Waters",1188.69229417094,472.494075325968,0.435680983337368,1.06499943248774
"531",1990,"damshilgwit",43,4,"upper_skeena",NA,0.697,NA,NA,NA,NA,NA,0.615,0.38,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.697,"Time-varying",3,"Skeena",1675.89486182012,369.004798846083,0.634336449161549,1.09878598482127
"532",1990,"deena",50,2,"haida_gwaii_east",1000,0.291,NA,NA,1410,NA,NA,0.854,0.141,0.004,3562,NA,NA,3.562313571,NA,NA,1.27041021327809,NA,NA,0.291,"Time-varying",1,"Haida Gwaii",2218.26868110296,652.761563369826,0.558321123001657,0.521205428222955
"533",1990,"diskangieg",47,3,"lower_nass",NA,0.639,NA,NA,NA,NA,NA,0.571,0.426,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.639,"Time-varying",2,"Nass",1717.51594628371,363.239148659073,0.647885103035145,0.986285989609082
"534",1990,"docee",33,10,"smith_inlet",NA,0.328,0.367,0.459,NA,NA,NA,0.775,0.225,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.367,"Time-varying",6,"Central Coast (South)",5198.62045206079,1777.16253979376,0.485023652914673,0.756664129253433
