"","Year","Region","Value","Metric","Model"
"425",1997,"Central Coast (South)",0.506968421602962,"Umsy","Equilibrium"
"426",1998,"Central Coast (South)",0.506968421602962,"Umsy","Equilibrium"
"427",1999,"Central Coast (South)",0.506968421602962,"Umsy","Equilibrium"
"428",2000,"Central Coast (South)",0.506968421602962,"Umsy","Equilibrium"
"429",2001,"Central Coast (South)",0.506968421602962,"Umsy","Equilibrium"
"430",2002,"Central Coast (South)",0.506968421602962,"Umsy","Equilibrium"
"431",2003,"Central Coast (South)",0.506968421602962,"Umsy","Equilibrium"
"432",2004,"Central Coast (South)",0.506968421602962,"Umsy","Equilibrium"
"433",2005,"Central Coast (South)",0.506968421602962,"Umsy","Equilibrium"
"434",2006,"Central Coast (South)",0.506968421602962,"Umsy","Equilibrium"
"435",2007,"Central Coast (South)",0.506968421602962,"Umsy","Equilibrium"
"436",2008,"Central Coast (South)",0.506968421602962,"Umsy","Equilibrium"
"437",2009,"Central Coast (South)",0.506968421602962,"Umsy","Equilibrium"
"438",2010,"Central Coast (South)",0.506968421602962,"Umsy","Equilibrium"
"439",2011,"Central Coast (South)",0.506968421602962,"Umsy","Equilibrium"
"440",2012,"Central Coast (South)",0.506968421602962,"Umsy","Equilibrium"
"441",2013,"Central Coast (South)",0.506968421602962,"Umsy","Equilibrium"
"442",2014,"Central Coast (South)",0.506968421602962,"Umsy","Equilibrium"
"443",2015,"Central Coast (South)",0.506968421602962,"Umsy","Equilibrium"
"444",2016,"Central Coast (South)",0.506968421602962,"Umsy","Equilibrium"
